Year,Area,Street,Street 2,Strange HTML
2012,,"O/S  St  Martins  Hospital,  Bull  Ring  Area","O/S St Martins Hospital, Bull Ring Area",
2012,,O/S  Thornhill  Rd  Police  Station,O/S Thornhill Rd Police Station,
2012,,O/S  Walkabout  Broad  St,O/S Walkabout Broad St,
2012,,"O/S  Walkabout,  Broad  St","O/S Walkabout, Broad St",
2012,,"O/S  Walkabout,  Broad  St,  Birmingham","O/S Walkabout, Broad St, Birmingham",
2012,,"O2  Acadamy,Bristol  St","O2 Acadamy,Bristol St",
2012,,"O2  Academy,  Birmingham","O2 Academy, Birmingham",
2012,,Old  Snow  Hill,Old Snow Hill,
2012,,"Outside  Arcadia  Ctr,  City  Ctr","Outside Arcadia Ctr, City Ctr",
2012,,"Outside  Bliss,Broad  St","Outside Bliss,Broad St",
2012,,Outside  The  Village  Ph  Digbeth,Outside The Village Ph Digbeth,
2012,,"Oxford  St,  Digbeth","Oxford St, Digbeth",
2012,,"Oxhill  Rd,  Handsworth,  Birmingham","Oxhill Rd, Handsworth, Birmingham",
2012,,"Paradise  Circus,  Birmingham","Paradise Circus, Birmingham",
2012,,"Paradise  Circus,  City  Ctr","Paradise Circus, City Ctr",
2012,,Paradise  Forum,Paradise Forum,
2012,,Paradise  Forum,Paradise Forum,
2012,,Park  Rd,Park Rd,
2012,,Park  St,Park St,
2012,,Park  St,Park St,
2012,,Peel  St,Peel St,
2012,,"Pershore  St,  City  Ctr","Pershore St, City Ctr",
2012,,"Pershore  St,  City  Ctr.","Pershore St, City Ctr.",
2012,,Pic's  H/A,Pic's H/A,
2012,,"Platform  7,  Birmingham  New  St","Platform 7, Birmingham New St",
2012,,Princip  St,Princip St,
2012,,Prior  Queens  Way,Prior Queens Way,
2012,,Priory  Queensway,Priory Queensway,
2012,,Priory  Square,Priory Square,
2012,,"Putney  Rd,  Handsworth","Putney Rd, Handsworth",
2012,,Queens  Way,Queens Way,
2012,,"Queens  Way,  Birmingham  City  Ctr","Queens Way, Birmingham City Ctr",
2012,,"Queslett  Rd,  Great  Barr","Queslett Rd, Great Barr",
2012,,"Rainbow  Bar,  Digbeth,  Birmingham","Rainbow Bar, Digbeth, Birmingham",
2012,,Rainbow  Warehouse  Club,Rainbow Warehouse Club,
2012,,Rainbow  Warehouse  Club,Rainbow Warehouse Club,
2012,,"Rea    St,  Digbeth","Rea  St, Digbeth",
2012,,"Rea  St,  City  Ctr","Rea St, City Ctr",
2012,,"Reception  Area  Of  Ibis  Hotel,  Ladywell  Walk","Reception Area Of Ibis Hotel, Ladywell Walk",
2012,,"Richmond  Rd,  Stechford","Richmond Rd, Stechford",
2012,,"Rococco,  Broad  St,  Birmingham","Rococco, Broad St, Birmingham",
2012,,Rookery  Rd,Rookery Rd,
2012,,"Rushden  St,  Ladywood","Rushden St, Ladywood",
2012,,Sainsbury  Oldbury,Sainsbury Oldbury,
2012,,Sandon  Rd,Sandon Rd,
2012,,Sheepcote  St  Back  Of  Brindley  Place,Sheepcote St Back Of Brindley Place,
2012,,Sherlock  St,Sherlock St,
2012,,"Sherlock  St,  Birmingham","Sherlock St, Birmingham",
2012,,"Small  Brook,  Queensway","Small Brook, Queensway",
2012,,Smallbrook  Queensway,Smallbrook Queensway,
2012,,Smallbrook  Queensway,Smallbrook Queensway,
2012,,Smallbrook  Queensway,Smallbrook Queensway,
2012,,Smallbrook  Queensway,Smallbrook Queensway,
2012,,Smallbrook  Queensway,Smallbrook Queensway,
2012,,Smallbrook  Queensway,Smallbrook Queensway,
2012,,"Smallbrook  Queensway,  Birmingham","Smallbrook Queensway, Birmingham",
2012,,Soho  Rd,Soho Rd,
2012,,Soho  Rd,Soho Rd,
2012,,Soho  Rd,Soho Rd,
2012,,Soho  Rd,Soho Rd,
2012,,"Soho  Rd,  Handsworth","Soho Rd, Handsworth",
2012,,Spical  St,Spical St,
2012,,"Spiceal  St,  Bullring","Spiceal St, Bullring",
2012,,Springhill  Winson  Green,Springhill Winson Green,
2012,,St  Johns  Walk,St Johns Walk,
2012,,"St  Martins  Church,  Bullring","St Martins Church, Bullring",
2012,,"St  Martins  Church,  Bullring","St Martins Church, Bullring",
2012,,St  Martins  Queensway,St Martins Queensway,
2012,,"St  Martins  Square,  City  Ctr","St Martins Square, City Ctr",
2012,,St  Phillips  Cathedral,St Phillips Cathedral,
2012,,"St  Phillips  Churchyard,  Temple  Row","St Phillips Churchyard, Temple Row",
2012,,Star  City,Star City,
2012,,"Star  City,  Birmingham","Star City, Birmingham",
2012,,Stealhouse  Ln,Stealhouse Ln,
2012,,Steelhouse  Ln,Steelhouse Ln,
2012,,Steelhouse  Ln,Steelhouse Ln,
2012,,Steelhouse  Ln  City  Ctr,Steelhouse Ln City Ctr,
2012,,Steelhouse  Ln  Police  Station,Steelhouse Ln Police Station,
2012,,"Suffolk  St  Queensway,  City  Ctr","Suffolk St Queensway, City Ctr",
2012,,"Summer  Row,  Birmingham","Summer Row, Birmingham",
2012,,"Summer  Row,  Birmingham","Summer Row, Birmingham",
2012,,"Summer  Row,City  Ctr","Summer Row,City Ctr",
2012,,Tanhouse  Fish  Bar,Tanhouse Fish Bar,
2012,,"Tescos,  Aston","Tescos, Aston",
2012,,"Tescos,  New  St","Tescos, New St",
2012,,Tew  Park  Rd  Handsworth,Tew Park Rd Handsworth,
2012,,The  Arcadian  Ctr,The Arcadian Ctr,
2012,,"The  Bullring,","The Bullring,",
2012,,"The  Review  Bar,  Arcadian,  Birmingham","The Review Bar, Arcadian, Birmingham",
2012,,"Thimblemill  Rd,  Smethwick","Thimblemill Rd, Smethwick",
2012,,"Three  Shires  Oak  Rd,  Bearwood","Three Shires Oak Rd, Bearwood",
2012,,Union  Passage,Union Passage,
2012,,"Union  St,  City  Ctr","Union St, City Ctr",
2012,,Upper  Bull  St  O/S  Priory  Court,Upper Bull St O/S Priory Court,
2012,,Upper  Dean  St,Upper Dean St,
2012,,"Upper  Dean  St,  Birmingham","Upper Dean St, Birmingham",
2012,,"Vauxhall  Rd,  Neachells","Vauxhall Rd, Neachells",
2012,,"Vauxhall  Rd,  Neachells","Vauxhall Rd, Neachells",
2012,,"Vicarage  Rd,Handsworth","Vicarage Rd,Handsworth",
2012,,"Vicarge  Rd,  Edgbaston","Vicarge Rd, Edgbaston",
2012,,Victoria  Square,Victoria Square,
2012,,Victoria  Square,Victoria Square,
2012,,Victoria  Square,Victoria Square,
2012,,"Victoria  Square  Step,  Birmingham","Victoria Square Step, Birmingham",
2012,,Victoria  Square.  City  Ctr.,Victoria Square. City Ctr.,
2012,,"Villa  Rd,Lozells","Villa Rd,Lozells",
2012,,"Wallface,  West  Bromwich","Wallface, West Bromwich",
2012,,Waters  St,Waters St,
2012,,"Waverhill  Park,  Handsworth","Waverhill Park, Handsworth",
2012,,Waverly  Hill  Park,Waverly Hill Park,
2012,,"Wellington  Crescent,  Handsworth,  Birmingham","Wellington Crescent, Handsworth, Birmingham",
2012,,"West  Ave,  Handsworth  Wood","West Ave, Handsworth Wood",
2012,,Whitmore  St,Whitmore St,
2012,,"Whitmore  St,  Bordesley  Green","Whitmore St, Bordesley Green",
2012,,Whitomore  St,Whitomore St,
2012,,Willes  Rd,Willes Rd,
2012,,Winson  St,Winson St,
2012,,Winson  St,Winson St,
2012,,"Witton  Lodge  Rd,  Erdington","Witton Lodge Rd, Erdington",
2012,,"Wright  St,Small  Heath","Wright St,Small Heath",
2012,,Wrottesley  St,Wrottesley St,
2012,Coventry,Gosford  St,Gosford St,
2012,,Albany  Ph,Albany Ph,
2012,,"Allard  Way,  Coventry","Allard Way, Coventry",
2012,,"Allesley  Old  Rd  ,Coventry.","Allesley Old Rd ,Coventry.",
2012,,Allton  Rd,Allton Rd,
2012,,Ansty  Rd,Ansty Rd,
2012,,"Arena  Park  ,  Coventry.","Arena Park , Coventry.",
2012,,Beake  Avneue,Beake Avneue,
2012,,Beake  Avneue,Beake Avneue,
2012,,Beake  Avneue,Beake Avneue,
2012,,Bedlam  Ln,Bedlam Ln,
2012,,Bedlam  Rd,Bedlam Rd,
2012,,Birmingham  International,Birmingham International,
2012,,Birmingham  International  Railway  Station,Birmingham International Railway Station,
2012,,Blackberry  Ln,Blackberry Ln,
2012,,Bowers  Close,Bowers Close,
2012,,Britannia  Hotel,Britannia Hotel,
2012,,Broad  Park  Rd,Broad Park Rd,
2012,,Broadgate,Broadgate,
2012,,"Calcott  House,  Chace  Ave,  Coventry","Calcott House, Chace Ave, Coventry",
2012,,Car  Park  Arena  Park,Car Park Arena Park,
2012,,Carmelite  Rd,Carmelite Rd,
2012,,"Chace  Ave  Police  Staion,  Front  Office.","Chace Ave Police Staion, Front Office.",
2012,,Clay  Ln,Clay Ln,
2012,,Concourse  Sky  Dome,Concourse Sky Dome,
2012,,Corporation  St,Corporation St,
2012,,Corporation  St,Corporation St,
2012,,Corporation  St,Corporation St,
2012,,Corporation  St,Corporation St,
2012,,Coundon  Wedge  Drive  Coventry,Coundon Wedge Drive Coventry,
2012,,Coventry  Central  Police  Station,Coventry Central Police Station,
2012,,Coventry  Central  Police  Station,Coventry Central Police Station,
2012,,Coventry  Oak  Ph,Coventry Oak Ph,
2012,,Cox  St  Coventry,Cox St Coventry,
2012,,Croft  Rd,Croft Rd,
2012,,Croft  Rd,Croft Rd,
2012,,Croft  Rd  Coventry,Croft Rd Coventry,
2012,,Cross  Cheaping,Cross Cheaping,
2012,,Cvfo,Cvfo,
2012,,Cvfo,Cvfo,
2012,,Cvfo,Cvfo,
2012,,Cvfo,Cvfo,
2012,,Denham  Ave,Denham Ave,
2012,,Earlsdon  St,Earlsdon St,
2012,,Elliman  Gardens,Elliman Gardens,
2012,,"Ellys  Rd  ,Radford.","Ellys Rd ,Radford.",
2012,,Far  Gosford  St,Far Gosford St,
2012,,Far  Gosford  St,Far Gosford St,
2012,,Flying  Standard,Flying Standard,
2012,,"Flying  Standard,  Trinity  St,  Coventry","Flying Standard, Trinity St, Coventry",
2012,,Foleshill  Rd,Foleshill Rd,
2012,,Foleshill  Rd,Foleshill Rd,
2012,,Foleshill  Rd,Foleshill Rd,
2012,,"Foleshill  Rd,  Coventry","Foleshill Rd, Coventry",
2012,,Front  Office,Front Office,
2012,,Front  Office,Front Office,
2012,,"Front  Office  Car  Park  ,Little  Park  St  ,Coventry.","Front Office Car Park ,Little Park St ,Coventry.",
2012,,"Front  Office,  Little  Park  St  ,  Coventry","Front Office, Little Park St , Coventry",
2012,,Gosford  St,Gosford St,
2012,,Gosford  St,Gosford St,
2012,,"Gosford  St,  Coventry","Gosford St, Coventry",
2012,,Grangemouth  Rd,Grangemouth Rd,
2012,,Hale  St,Hale St,
2012,,Hale  St,Hale St,
2012,,Hales  St,Hales St,
2012,,Hales  St,Hales St,
2012,,Hampton  Rd  Coventry,Hampton Rd Coventry,
2012,,"Harnall  Ln  West  ,  Coventry.","Harnall Ln West , Coventry.",
2012,,Harnell  Ln  East,Harnell Ln East,
2012,,Harnell  Ln  East,Harnell Ln East,
2012,,"Harper  Rd,  Coventry","Harper Rd, Coventry",
2012,,"Harper  Rd,  Coventry","Harper Rd, Coventry",
2012,,Heath  Rd,Heath Rd,
2012,,Hersal  Common,Hersal Common,
2012,,Hertford  St,Hertford St,
2012,,Hollybush  Ph,Hollybush Ph,
2012,,Hollybush  Ph,Hollybush Ph,
2012,,"Holyhead  Rd,  Coventry.","Holyhead Rd, Coventry.",
2012,,Homer  Rd,Homer Rd,
2012,,Jardine  Crescent,Jardine Crescent,
2012,,Jordan  Well,Jordan Well,
2012,,Jtn  5  Coventry  Ring  Rd,Jtn 5 Coventry Ring Rd,
2012,,Jubilee  Crescent,Jubilee Crescent,
2012,,Kasbah,Kasbah,
2012,,"Kasbah  Night  Club,  Coventry","Kasbah Night Club, Coventry",
2012,,"Kenilworth  Rd  ,Coventry.","Kenilworth Rd ,Coventry.",
2012,,"King  William  St,  Coventry","King William St, Coventry",
2012,,Little  Park  St,Little Park St,
2012,,"Little  Park  St  ,Coventry.","Little Park St ,Coventry.",
2012,,Little  Park  St,Little Park St,
2012,,Little  Park  St,Little Park St,
2012,,Little  Park  St,Little Park St,
2012,,Little  Park  St,Little Park St,
2012,,"Little  Park  St,  City  Ctr","Little Park St, City Ctr",
2012,,Longford,Longford,
2012,,Longford  Rd,Longford Rd,
2012,,Lower  Ford  St,Lower Ford St,
2012,,Lower  Ford  St,Lower Ford St,
2012,,"Lower  Holyhead  Rd,  Coventry.","Lower Holyhead Rd, Coventry.",
2012,,Lyndale  Rd,Lyndale Rd,
2012,,Ma  Front  Office,Ma Front Office,
2012,,Mafo,Mafo,
2012,,Mafo,Mafo,
2012,,"Market  Way  ,  Coventry.","Market Way , Coventry.",
2012,,Marlcroft,Marlcroft,
2012,,Masser  Rd,Masser Rd,
2012,,Masser  Rd,Masser Rd,
2012,,Masser  Rd,Masser Rd,
2012,,Masser  Rd,Masser Rd,
2012,,Masser  Rd,Masser Rd,
2012,,Mb  Front  Office,Mb Front Office,
2012,,Mcfo,Mcfo,
2012,,Meadow  St,Meadow St,
2012,,Middlemarch  Rd,Middlemarch Rd,
2012,,"Middlemarch  Rd  ,Radford  ,Coventry.","Middlemarch Rd ,Radford ,Coventry.",
2012,,Mile  Ln,Mile Ln,
2012,,Mile  Ln,Mile Ln,
2012,,Millennium  Place,Millennium Place,
2012,,Moore  St,Moore St,
2012,,Murray  Rd,Murray Rd,
2012,,New  Union  St,New Union St,
2012,,New  Union  St,New Union St,
2012,,New  Union  St,New Union St,
2012,,Outside  Cvfo,Outside Cvfo,
2012,,"Oxford  St,  Coventry","Oxford St, Coventry",
2012,,Penny  Park  Ln,Penny Park Ln,
2012,,"Pensilva  Close,  Hillfields","Pensilva Close, Hillfields",
2012,,Pool  Meadow  Bus  Station,Pool Meadow Bus Station,
2012,,Pool  Meadow  Bus  Station,Pool Meadow Bus Station,
2012,,Pool  Meadow  Bus  Station,Pool Meadow Bus Station,
2012,,"Pool  Meadow  Bus  Station  ,  Coventry.","Pool Meadow Bus Station , Coventry.",
2012,,Pool  Meadow  Bus  Station.,Pool Meadow Bus Station.,
2012,,"Pool  Meadow  Police  Station,  Coventry","Pool Meadow Police Station, Coventry",
2012,,Primrose  Hill  St  Coventry,Primrose Hill St Coventry,
2012,,Primrose  Hill  St,Primrose Hill St,
2012,,Primrose  Hill  St,Primrose Hill St,
2012,,Primrose  Hill  St,Primrose Hill St,
2012,,Priory  Hall,Priory Hall,
2012,,Quarry  Wood  Grove,Quarry Wood Grove,
2012,,Quinton  Rd,Quinton Rd,
2012,,Raglan  St,Raglan St,
2012,,Ramada  Hotel,Ramada Hotel,
2012,,"Rear  Of  Clique,  Hale  St","Rear Of Clique, Hale St",
2012,,"Rear  Yard,  Coventry  Central  Police  Station","Rear Yard, Coventry Central Police Station",
2012,,Ricoh  Arena,Ricoh Arena,
2012,,Ricoh  Arena,Ricoh Arena,
2012,,Riley  Square,Riley Square,
2012,,Ringway  Queens,Ringway Queens,
2012,,"Roseberry  Ave,  Coventry","Roseberry Ave, Coventry",
2012,,"Samuel  Vale  House,  St  Nicholas  St","Samuel Vale House, St Nicholas St",
2012,,"Samuel  Vale  House,  St  Nicholas  St","Samuel Vale House, St Nicholas St",
2012,,Sewall  Highway,Sewall Highway,
2012,,Sewell  Highway,Sewell Highway,
2012,,Sky  Dome,Sky Dome,
2012,,Sky  Dome,Sky Dome,
2012,,Sky  Dome,Sky Dome,
2012,,Sky  Dome,Sky Dome,
2012,,Sky  Dome,Sky Dome,
2012,,Sky  Dome,Sky Dome,
2012,,"Sky  Dome,  Coventry","Sky Dome, Coventry",
2012,,Skydome,Skydome,
2012,,Skydome,Skydome,
2012,,Skydome,Skydome,
2012,,Skydome  Carpark,Skydome Carpark,
2012,,Skydome  Carpark,Skydome Carpark,
2012,,Skydome  Carpark,Skydome Carpark,
2012,,Skydome  Complex,Skydome Complex,
2012,,Skydome  Complex,Skydome Complex,
2012,,Skydome  Complex,Skydome Complex,
2012,,Skydome  Complex,Skydome Complex,
2012,,Skydome  Concourse,Skydome Concourse,
2012,,Skydome  Concourse,Skydome Concourse,
2012,,Skydome  Concourse,Skydome Concourse,
2012,,Skydome  Concourse,Skydome Concourse,
2012,,Skydome  Concourse,Skydome Concourse,
2012,,Skydome  Concourse,Skydome Concourse,
2012,,Skydome  Concourse,Skydome Concourse,
2012,,"Skydome  Concourse  ,Coventry.","Skydome Concourse ,Coventry.",
2012,,"Skydome  Concourse  ,Coventry.","Skydome Concourse ,Coventry.",
2012,,"Skydome  Concourse,  Coventry  City  Ctr","Skydome Concourse, Coventry City Ctr",
2012,,"Skydome  Concourse,  Coventry.","Skydome Concourse, Coventry.",
2012,,Skydome  Concourse.,Skydome Concourse.,
2012,,Skydome  Coventry,Skydome Coventry,
2012,,Somerset  Rd,Somerset Rd,
2012,,Spon  St  Coventry,Spon St Coventry,
2012,,Spon  St,Spon St,
2012,,Spon  St,Spon St,
2012,,Spon  St,Spon St,
2012,,Spon  St,Spon St,
2012,,Spon  St,Spon St,
2012,,"Spon  St  ,  Coventry.","Spon St , Coventry.",
2012,,"Spon  St,  Coventry","Spon St, Coventry",
2012,,"Spon  St,  Coventry","Spon St, Coventry",
2012,,"Spon  St,  Coventry","Spon St, Coventry",
2012,,St  Patricks  Rd,St Patricks Rd,
2012,,"St  Thomas  Rd,  Longford,  Coventry","St Thomas Rd, Longford, Coventry",
2012,,"Station  Square,  Coventry","Station Square, Coventry",
2012,,"Station  Square,  Coventry","Station Square, Coventry",
2012,,"Station  Square,  Coventry","Station Square, Coventry",
2012,,Stoney    Stanton  Rd,Stoney  Stanton Rd,
2012,,Stoney  Stanton  Rd,Stoney Stanton Rd,
2012,,Stoney  Stanton  Rd,Stoney Stanton Rd,
2012,,Stoney  Stanton  Rd,Stoney Stanton Rd,
2012,,Stoney  Stanton  Rd,Stoney Stanton Rd,
2012,,Stoney  Stanton  Rd,Stoney Stanton Rd,
2012,,Tamworth  Rd,Tamworth Rd,
2012,,"Tanyard  Close  ,Tanyard  Farm  ,Coventry.","Tanyard Close ,Tanyard Farm ,Coventry.",
2012,,Tarquin  Close,Tarquin Close,
2012,,Taxi  Rank  Train  Station  Coventry,Taxi Rank Train Station Coventry,
2012,,The  Burges,The Burges,
2012,,The  Burgess,The Burgess,
2012,,The  Burgess,The Burgess,
2012,,The  Butts,The Butts,
2012,,"The  Castle  Pub,  Little  Park  St  ,Coventry.","The Castle Pub, Little Park St ,Coventry.",
2012,,The  Chesils,The Chesils,
2012,,The  Flying  Standard  Public  House,The Flying Standard Public House,
2012,,The  Grapes  Ph  O/S,The Grapes Ph O/S,
2012,,Trafalgar    House,Trafalgar  House,
2012,,Trinity  St,Trinity St,
2012,,Trinity  St,Trinity St,
2012,,Trinity  St,Trinity St,
2012,,Trinity  St,Trinity St,
2012,,Uhcw,Uhcw,
2012,,University  Hospital,University Hospital,
2012,,University  Hospital  Coventry,University Hospital Coventry,
2012,,"Unniversity  Hospital,  Coventry","Unniversity Hospital, Coventry",
2012,,Upper  Spon  St,Upper Spon St,
2012,,Victoria  St,Victoria St,
2012,,Wallace  Rd,Wallace Rd,
2012,,Walsgrave  Hospital.,Walsgrave Hospital.,
2012,,Walsgrave  Rd,Walsgrave Rd,
2012,,Walsgrave  Rd,Walsgrave Rd,
2012,,Warwick  Rd,Warwick Rd,
2012,,Warwick  Row  Coventry,Warwick Row Coventry,
2012,,West  Ave,West Ave,
2012,,Willenhall  Ln,Willenhall Ln,
2012,,Willenhall  Ln,Willenhall Ln,
2012,,Windsor  St,Windsor St,
2012,,Windsor  St,Windsor St,
2012,,Winsor  St,Winsor St,
2012,,"Woodway  Ln  ,Coventry.","Woodway Ln ,Coventry.",
2012,,Wyken  Croft,Wyken Croft,
2012,,Yardley  St,Yardley St,
2012,Dudley,Hagley  Rd    Halesowen,Hagley Rd  Halesowen,
2012,,Bachelor  Close,Bachelor Close,
2012,,"Bearwood  Rd  ,  Bearwood","Bearwood Rd , Bearwood",
2012,,"Bell  St,  Stourbridge","Bell St, Stourbridge",
2012,,"Bhan  Rd,","Bhan Rd,",
2012,,Bhps  Front  Office,Bhps Front Office,
2012,,Birmingham  New  Rd,Birmingham New Rd,
2012,,"Birmingham  St,  Stourbridge","Birmingham St, Stourbridge",
2012,,"Birmingham  St,  Stourbridge","Birmingham St, Stourbridge",
2012,,"Bridfgnorth  Rd,  Stourbridge","Bridfgnorth Rd, Stourbridge",
2012,,Brierley  Hill  High  St,Brierley Hill High St,
2012,,Bus  Station  Dudley,Bus Station Dudley,
2012,,"Bus  Station,  Merry  Hill  Ctr","Bus Station, Merry Hill Ctr",
2012,,"Castle  Hill,  Dudley","Castle Hill, Dudley",
2012,,"Castle  Hill,  Dudley","Castle Hill, Dudley",
2012,,Charles  Ave,Charles Ave,
2012,,"Church  St,  B  Hill","Church St, B Hill",
2012,,"Church  St,  Stourbridge","Church St, Stourbridge",
2012,,Cinder  Bank  Dudley,Cinder Bank Dudley,
2012,,Clifton  Ph  Sedgley,Clifton Ph Sedgley,
2012,,Clydesdale  Tower,Clydesdale Tower,
2012,,Cobden  St,Cobden St,
2012,,Corbett  Crescent  Stourbridge,Corbett Crescent Stourbridge,
2012,,Coventry  St,Coventry St,
2012,,"Delph  Rd,  B  Hill","Delph Rd, B Hill",
2012,,Dingle  Rd  Dudley,Dingle Rd Dudley,
2012,,Dudley  Bus  Station,Dudley Bus Station,
2012,,Dudley  High  St,Dudley High St,
2012,,Dudley  Police  Station,Dudley Police Station,
2012,,"Envill  St  ,  Stourbridge","Envill St , Stourbridge",
2012,,Enville  St  Stourbridge,Enville St Stourbridge,
2012,,Front  Office  Brierley  Hill  Police  Station,Front Office Brierley Hill Police Station,
2012,,Gaimage  St,Gaimage St,
2012,,Hagley  Rd,Hagley Rd,
2012,,Hagley  Rd  Stourbridge,Hagley Rd Stourbridge,
2012,,Halesowen  Bus  Station,Halesowen Bus Station,
2012,,Halesowen  Bus  Station,Halesowen Bus Station,
2012,,Halesowen  Police  Station,Halesowen Police Station,
2012,,Hall  St  Dudley,Hall St Dudley,
2012,,"Harvester,  Hagley  Rd","Harvester, Hagley Rd",
2012,,"High    St  ,  Brierley  Hill","High  St , Brierley Hill",
2012,,High  St  Bhill,High St Bhill,
2012,,High  St  Dudley,High St Dudley,
2012,,High  St  Stourbridge,High St Stourbridge,
2012,,High  St  Stourbridge,High St Stourbridge,
2012,,"High  St,  B  Hill","High St, B Hill",
2012,,"High  St,  Lye","High St, Lye",
2012,,"High  St,  Stourbridge","High St, Stourbridge",
2012,,"High  St,  Stourbridge","High St, Stourbridge",
2012,,"High  St,  Stourbridge","High St, Stourbridge",
2012,,"High  St,  Stourbridge","High St, Stourbridge",
2012,,"High  St,  Stourbridge","High St, Stourbridge",
2012,,"High  St,  Stourbridge","High St, Stourbridge",
2012,,"High  St,  Stourbridge","High St, Stourbridge",
2012,,"High  St,  Stourbridge","High St, Stourbridge",
2012,,High  St,High St,
2012,,High  St,High St,
2012,,High  St,High St,
2012,,High  St,High St,
2012,,High  St,High St,
2012,,"High  St  ,  Stourbridge","High St , Stourbridge",
2012,,"High  St  ,  Stourbridge","High St , Stourbridge",
2012,,"High  St  ,  Stourbridge","High St , Stourbridge",
2012,,High  St  Brierley  Hill,High St Brierley Hill,
2012,,High  St  Brierley  Hill,High St Brierley Hill,
2012,,High  St  Brierley  Hill,High St Brierley Hill,
2012,,High  St  Stourbridge,High St Stourbridge,
2012,,High  St  Stourbridge,High St Stourbridge,
2012,,High  St  Stourbridge,High St Stourbridge,
2012,,High  St  Stourbridge,High St Stourbridge,
2012,,High  St  Stourbridge,High St Stourbridge,
2012,,"High  St,  Dudley","High St, Dudley",
2012,,"High  St,  Lye","High St, Lye",
2012,,"High  St,  Lye.","High St, Lye.",
2012,,"High  St,  Stourbridge","High St, Stourbridge",
2012,,"High  St,  Stourbridge","High St, Stourbridge",
2012,,"High  St,  Stourbridge","High St, Stourbridge",
2012,,"High  St,  Stourbridge","High St, Stourbridge",
2012,,"Highland  Rd,  Dudley","Highland Rd, Dudley",
2012,,"Hill  St,  Brierley  Hill","Hill St, Brierley Hill",
2012,,Hillside  Rd,Hillside Rd,
2012,,Home  Address,Home Address,
2012,,"Level  St  ,  Brierley  Hill","Level St , Brierley Hill",
2012,,Lye  High  St,Lye High St,
2012,,Malvern  Crescent,Malvern Crescent,
2012,,"Market  St,  Kford","Market St, Kford",
2012,,Merry  Hill,Merry Hill,
2012,,New  St,New St,
2012,,New  St  Dudley,New St Dudley,
2012,,New  St  Dudley,New St Dudley,
2012,,"New  St,  Dudley","New St, Dudley",
2012,,"North  St,  Dudley","North St, Dudley",
2012,,Norton  Rd,Norton Rd,
2012,,Oakfield  Rd  Wollescote,Oakfield Rd Wollescote,
2012,,Os  Bhps,Os Bhps,
2012,,Overend  Rd,Overend Rd,
2012,,Park  Rd  Netherton,Park Rd Netherton,
2012,,"Pedmore  Rd,Lye","Pedmore Rd,Lye",
2012,,Quarry  Bank  High  St,Quarry Bank High St,
2012,,Queens  Way  Halesowen,Queens Way Halesowen,
2012,,"Springfield  Rd,  Blackheath","Springfield Rd, Blackheath",
2012,,St  Michaels  St  West  Bromwich,St Michaels St West Bromwich,
2012,,Stourbridge  High  St,Stourbridge High St,
2012,,Stourbridge  High  St,Stourbridge High St,
2012,,Stourbridge  High  St,Stourbridge High St,
2012,,Stourbridge  High  St,Stourbridge High St,
2012,,Stourbridge  High  St,Stourbridge High St,
2012,,Stourbridge  High  St,Stourbridge High St,
2012,,Stourbridge  Town  Ctr,Stourbridge Town Ctr,
2012,,Sunderland  Drive  Amblecote,Sunderland Drive Amblecote,
2012,,Sunderland  Drive  Amblecote,Sunderland Drive Amblecote,
2012,,Sunderland  Drive  Amblecote,Sunderland Drive Amblecote,
2012,,Sunderland  Drive  Amblecote,Sunderland Drive Amblecote,
2012,,"The  Forge,  Cradley  Heath","The Forge, Cradley Heath",
2012,,"Tower  St,  Dudley","Tower St, Dudley",
2012,,"Tower  St,  Dudley","Tower St, Dudley",
2012,,"Trident  Ctr,  Dudley","Trident Ctr, Dudley",
2012,,Wolverhampton  St  Dudley,Wolverhampton St Dudley,
2012,,"Worcester  St,  Stourbridge","Worcester St, Stourbridge",
2012,,"Worcester  St,  Stourbridge","Worcester St, Stourbridge",
2012,,"Worcester  St,  Stourbridge","Worcester St, Stourbridge",
2012,,"Worcester  St,  Stourbridge","Worcester St, Stourbridge",
2012,,"Worcester  St,  Stourbridge","Worcester St, Stourbridge",
2012,Solihull,Anchor  Ln,Anchor Ln,
2012,,Apres  Solihull  Town  Ctr,Apres Solihull Town Ctr,
2012,,Aspen  Dr  Cwtc,Aspen Dr Cwtc,
2012,,Bham  International,Bham International,
2012,,Bham  International,Bham International,
2012,,Bhx,Bhx,
2012,,Bhx,Bhx,
2012,,Bhx,Bhx,
2012,,Bhx          Terminal  1,Bhx ?????? Terminal 1,
2012,,Birch  Croft,Birch Croft,
2012,,Birmingham  Airport,Birmingham Airport,
2012,,Birmingham  International    Airport,Birmingham International  Airport,
2012,,"Blossomfield  Rd,  Solihull","Blossomfield Rd, Solihull",
2012,,Boldmere  Gate,Boldmere Gate,
2012,,Bosworth  Drive,Bosworth Drive,
2012,,Bp  Warwick  Rd  Olton,Bp Warwick Rd Olton,
2012,,"Bradford  Rd,  Castle  Brom","Bradford Rd, Castle Brom",
2012,,Burges,Burges,
2012,,Burges,Burges,
2012,,Campden  Green,Campden Green,
2012,,Chapelhouse  Rd,Chapelhouse Rd,
2012,,Chester  Rd,Chester Rd,
2012,,Chester  Rd,Chester Rd,
2012,,Chester  Rd,Chester Rd,
2012,,"Chester  Rd,  Castlebromwich","Chester Rd, Castlebromwich",
